product_id	product_brand	product_name	product_retail_price	product_cost
1479	Fort West	Fort West No Salt Popcorn	1.46	0.61
1480	Fort West	Fort West Low Fat Popcorn	1.44	0.49
1481	Fort West	Fort West Salsa Dip	1.93	0.81
1482	Fort West	Fort West Avocado Dip	0.6	0.23
1483	Fort West	Fort West Salted Pretzels	2.13	0.98
1484	Fort West	Fort West Cheese Dip	0.66	0.3
1485	Fort West	Fort West Fondue Mix	1.5	0.54
1486	Fort West	Fort West Mini Donuts	1.78	0.87
1487	Fort West	Fort West Beef Jerky	0.95	0.42
1488	Fort West	Fort West Chocolate Donuts	2.34	0.94
1489	Fort West	Fort West Low Fat Chips	1.73	0.78
1490	Fort West	Fort West Sesame Crackers	1.4	0.66
1491	Fort West	Fort West Frosted Cookies	2.58	1.06
1492	Fort West	Fort West Dried Apples	1.52	0.62
1493	Fort West	Fort West Apple Fruit Roll	3.96	1.58
1494	Fort West	Fort West Strawberry Fruit Roll	1.68	0.82
1495	Fort West	Fort West Raspberry Fruit Roll	3.48	1.18
1496	Fort West	Fort West Grape Fruit Roll	2.47	0.99
1497	Fort West	Fort West Dried Dates	3.29	1.25
1498	Fort West	Fort West Raisins	2.3	0.76
1499	Fort West	Fort West Golden Raisins	1.39	0.53
1500	Fort West	Fort West Dried Apricots	2.41	0.94
1501	Fort West	Fort West Frosted Donuts	2.52	0.98
1502	Gulf Coast	Gulf Coast Tasty Candy Bar	2.81	0.96
1503	Gulf Coast	Gulf Coast Mint Chocolate Bar	2.94	1.03
1504	Gulf Coast	Gulf Coast Malted Milk Balls	1.59	0.64
1505	Gulf Coast	Gulf Coast Semi-Sweet Chocolate Bar	2.75	1.16
1506	Gulf Coast	Gulf Coast Bubble Gum	3.43	1.68
1507	Gulf Coast	Gulf Coast Spicy Mints	1.84	0.88
1508	Gulf Coast	Gulf Coast Mints	3.54	1.35
1509	Gulf Coast	Gulf Coast White Chocolate Bar	2.98	1.25
1510	Jardon	Jardon Ravioli	0.96	0.45
1511	Jardon	Jardon Manicotti	1.2	0.44
1512	Jardon	Jardon Spaghetti	0.54	0.24
1513	Jardon	Jardon Thai Rice	1.9	0.63
1514	Jardon	Jardon Rice Medly	0.58	0.23
1515	Top Measure	Top Measure Imported Beer	1.1	0.52
1516	Top Measure	Top Measure Light Wine	3.36	1.65
1517	Top Measure	Top Measure Chardonnay Wine	0.58	0.2
1518	Top Measure	Top Measure Chablis Wine	3.52	1.65
1519	Top Measure	Top Measure Merlot Wine	0.81	0.29
1520	Top Measure	Top Measure Chardonnay	2.31	0.72
1521	Top Measure	Top Measure White Zinfandel Wine	0.7	0.26
1522	Top Measure	Top Measure Light Beer	1.14	0.49
1523	Modell	Modell Pumpernickel Bread	1.56	0.5
1524	Modell	Modell White Bread	1.26	0.55
1525	Modell	Modell Rye Bread	3.93	1.85
1526	Modell	Modell English Muffins	1.65	0.81
1527	Modell	Modell Cranberry Muffins	3.46	1.59
1528	Modell	Modell Muffins	2.44	0.9
1529	Modell	Modell Bagels	3.27	1.6
1530	Modell	Modell Blueberry Muffins	1.27	0.51
1531	Modell	Modell Wheat Bread	0.51	0.24
1532	CDR	CDR Sesame Oil	1.39	0.6
1533	CDR	CDR Chunky Peanut Butter	2.5	1.03
1534	CDR	CDR Hot Chocolate	2.78	1
1535	CDR	CDR Brown Sugar	2.92	1.14
1536	CDR	CDR White Sugar	1.33	0.48
1537	CDR	CDR French Roast Coffee	2.73	1.06
1538	CDR	CDR Decaf Coffee	3.4	1.22
1539	CDR	CDR Regular Coffee	3.58	1.61
1540	CDR	CDR Vegetable Oil	3.52	1.34
1541	CDR	CDR Corn Oil	2.95	1.42
1542	CDR	CDR Tomato Sauce	0.95	0.41
1543	CDR	CDR Canola Oil	2.48	1.04
1544	CDR	CDR Grape Preserves	1.46	0.57
1545	CDR	CDR Columbian Coffee	2.29	1.12
1546	CDR	CDR Strawberry Jelly	0.61	0.28
1547	CDR	CDR Pepper	2.38	1.09
1548	CDR	CDR Low Fat Apple Butter	0.67	0.22
1549	CDR	CDR Salt	1.52	0.74
1550	CDR	CDR Apple Butter	1.81	0.83
1551	CDR	CDR Oregano	1.16	0.41
1552	CDR	CDR Apple Jelly	2.7	1.3
1553	CDR	CDR Grape Jam	1.86	0.87
1554	CDR	CDR Apple Jam	2.54	0.79
1555	CDR	CDR Strawberry Jam	2.95	0.94
1556	CDR	CDR Creamy Peanut Butter	2.65	1.14
1557	CDR	CDR Strawberry Preserves	1.2	0.48
1558	CDR	CDR Extra Chunky Peanut Butter	2.16	0.82
1559	CDR	CDR Apple Preserves	1.62	0.62
1560	CDR	CDR Grape Jelly	1.6	0.74
